commit_Link,commit_Title,commit_Description,issue_Id,issue_link,matched_keywords
https://github.com/mozilla-mobile/firefox-android/commit/511b2824339d4297c493bfc80d8b383ffe9d4f15,Bug 1859913 - Revert shopping CFR behavior,"We recently made a change to the shopping CFRs that made them harder
to dismiss. They can only be dismissed by clicking the close X or
by clicking the link that opens the bottom sheet. The issue is that
this results in the page and the UI being unresponsive. So we want
to revert back to the original behavior where they were
dismissible by clicking outside. This change currently only affects
the shopping CFR",,,unresponsive
https://github.com/mozilla-mobile/firefox-android/commit/3098da393738d41bc71adde5598eacdc7f174a05,Bug 1842604 - Telemetry to measure Search results response time,,,,response time
https://github.com/mozilla-mobile/firefox-android/commit/f757185c84882b06a846daf82f103b5d26de449e,Bug 1826933 - Use WeakHashMap and WeakReference for activity and launcher.,"…cher.

This avoids memory leaks when Activity onDestroy is not called.",,,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/c4022df2181b550820a78e6c587bf5c1cff61c3b,[fenix] For,…revent memory leaks,mozilla-mobile/fenix#27381,https://github.com/mozilla-mobile/fenix/issues/27381,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/a33102acbfffee25c9ae32a133ec3b994ee77647,[components] For,… observers to prevent memory leaks,mozilla-mobile/android-components#12930,https://github.com/mozilla-mobile/android-components/issues/12930,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/92eea4a322fa59e4586265ac92d68c3d24b76d15,[fenix] Added secret debug menu to override the push server URL (,"…lla-mobile/fenix#24170)

- Created a new ""sync debug"" pref screen to hold the Fxa, Sync, and Push
  server override prefs.  They were taking a lot of screen space on the
  top-level settings menu as individual items
- Added button on that screen to quit FF which is needed to apply the
  changes.
    - This is definitely not the nicest UI, but hopefully QA can just
      override the prefs once save them in an emulator and never have to
      go back to this screen.
    - I do think this is a nicer UI than before, where FF would quit
      after a change to any of the prefs.  That forces you to restart FF
      3 times if you wanted to override all 3 server URLs.",mozilla-mobile/fenix#24170,https://github.com/mozilla-mobile/fenix/issues/24170, FF 
https://github.com/mozilla-mobile/firefox-android/commit/2acd69e566c2331f3f87b4592cce18cf6d12778e,[focus] For,"…to activity

Relocate the toolbar to activity to avoid memory leaks
Previous to this sometimes we were trying to access the toolbar of
a destroyed fragment",mozilla-mobile/focus-android#6790,https://github.com/mozilla-mobile/focus-android/issues/6790,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/04392c9768205f99e01d672e0d39fb036fd7ed85,[fenix] CI for 21827 (,"* Remove redundant calls to setHasOptionsMenu(false)

Fix memory leaks for credit card and login fragments

* Fixes:

Add link to issue tracker
Use activity?.invalidateOptionsMenu() instead of setHasOptionsMenu(false)
Move it inside of 'if' statement to avoid unintended issues when called improperly
Revert changes to AddLoginFragment.kt

* Fix call invocation to redirectToReAuth() from AddLoginFragment.kt
Fix 'when' statement in redirectToReAuth() to use AddLoginFragment

Co-authored-by: Vitaly V. Pinchuk <vetal.978@gmail.com>",mozilla-mobile/fenix#22004,https://github.com/mozilla-mobile/fenix/pull/22004,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/17170d3a020803662721e43c9ea4d2017b79d386,[fenix] Issue,"…indow detached

Previously, to fix a memory leak, we were removing the adapter reference
entirely in order to have the `onDetachedFromRecyclerView` callback
invoked. This causes a side-effect where we can no longer reference the
adapter any more when we re-attach.

The simpler solution is to just invoke the needed callback directly
instead.",mozilla-mobile/fenix#18934,https://github.com/mozilla-mobile/fenix/issues/18934,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/7ff4825d95c1371c0b7f2f08aafaf9c6b59eb0ea,[fenix] For,"…parate feature (mozilla-mobile/fenix#16498)

Instead of simply fixing the memory leak for this issue by directly
removing references, it makes more sense to move the whole
BiometricPrompt out of the fragment and into it's own feature to be
re-usable.",mozilla-mobile/fenix#16498,https://github.com/mozilla-mobile/fenix/pull/16498,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/7e8b88e7d46cd30324f46ba62be503110ed1c77a,[fenix] for,…source inside onDestroyView of AddonsManagementFragment to avoid memory leak,mozilla-mobile/fenix#13478,https://github.com/mozilla-mobile/fenix/issues/13478,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/03c02942fdb9fa746a682c999c4a9199c83d543f,[components],"…obile/android-components#7939: Create single download dialog and don't reuse once destroyed

Co-authored-by: Arturo Mejia <arturomejiamarmol@gmail.com>

With this we're no longer holding a reference to the download dialog in the
feature, which caused a memory leak, as we tried to reuse the dialog
instance after it was destroyed. In addition, we now also make sure we only
ever create a single instance of the dialog by relying on `showNow` to
prevent a delayed `commit` of the fragment transaction.",mozilla-mobile/android-components#7939,https://github.com/mozilla-mobile/android-components/issues/7939,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/7fc8e2e83ed0e22c5a7fc41d8d348a1b39ff8dfa,[fenix] Use HomeFragment's viewLifecycleOwner as the lifecycle for accountManager observer registry,"…countManager observer registry

If we just use the HomeFragment itself, we end up with a memory leak since the lifecycle events
that would clean up the registry (e.g. destroy) won't run (if the fragment is retained in the backstack, for example).",,,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/43f1db85b7a79b6a805d05ffb8036234001d8416,[components],"…neView: Detach SelectionActionDelegate if session is no longer rendered.

Our sample browser smoke tests revealed a memory leak (mozilla-mobile/android-components#6297). We attach a selection action delegate on
GeckoSession but we never clear it. This leads to us leaking GeckoEngineView and its Context/Activity
since the GeckoSession usually lives longer than any views.

Internally GeckoSession attaches and detaches its own selection delegate (since it also has a reference
to the activity). We are now doing the same if we are using a custom delegate.",mozilla-mobile/android-components#6297,https://github.com/mozilla-mobile/android-components/issues/6297,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/175933d723d377c2716dc3b88869df135eab2690,[fenix] No issue: Fix LeakCanary detected memory leaks,"Co-authored-by: Emily Kager <emilykager@gmail.com>
Co-authored-by: Pierre-Yves Ricau <py@squareup.com>",,,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/20e73d7eb9df4f08e93c20381cc2e8faa572fb8f,[fenix],"…prevent slowdowns in test lab (mozilla-mobile/fenix#5439)

*Fixesmozilla-mobile/fenix#5438- Upgrade UI test devices to prevent slowdowns in test lab

* fix: change api to supported version

* refactor: try x86 devices instead",mozilla-mobile/fenix#5439,https://github.com/mozilla-mobile/fenix/pull/5439,slowdown
https://github.com/mozilla-mobile/firefox-android/commit/87a1486722ffaedecbcee9e2db18f28fbc427285,[fenix] For,"…ew variants (mozilla-mobile/fenix#5220)

* Formozilla-mobile/fenix#5200: Update build docs to reflect new variants

* Added a description of the build variants

* Added data loss warning",mozilla-mobile/fenix#5220,https://github.com/mozilla-mobile/fenix/pull/5220,data loss
https://github.com/mozilla-mobile/firefox-android/commit/8ded32ee7ea126ad9775b6f6b1cc67c60e6fb447,[fenix] Use new async API to load and access search engines,"Use the new asynchronous features of the search engine
manager from a-c to avoid the latency required to load
the default search engine.",,,latency
https://github.com/mozilla-mobile/firefox-android/commit/9c4766952c9c81522deb6ac0be8c83fab1b4dad9,[components] Issue,…tectionRule for detecting memory leaks while running instrumented tests.,mozilla-mobile/android-components#3888,https://github.com/mozilla-mobile/android-components/issues/3888,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/418e6527e6443cb79e0566e3273c3b348310eca6,[components],…er in sample-browser causes memory leak,mozilla-mobile/android-components#3419,https://github.com/mozilla-mobile/android-components/issues/3419,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/c787337830697f66803a3d91fe15263ffe91ccdc,[components],… for ObserverRegistry memory leak,mozilla-mobile/android-components#3254,https://github.com/mozilla-mobile/android-components/issues/3254,memory leak
https://github.com/mozilla-mobile/firefox-android/commit/0eeeff7714173b5cb586e1862fe8ee83377efc89,[components] Raise gradle memory limit.,"Every now and then I run into ""out of memory"" gradle build errors. Raising the
limit seems to fix that.",,,out of memory
https://github.com/mozilla-mobile/firefox-android/commit/44efec741870479d2680fc773817d25d4489b87f,"[focus] Findbugs: Set ""effort"" to ""min"".","From the docs:
""Higher levels increase precision and find more bugs at the
expense of running time and memory consumption.""

We have been running out of memory on taskcluster every now and
then. Let's try how it performs with effort set to ""min"".",,,"out of memory
memory consumption"
https://github.com/mozilla-mobile/firefox-android/commit/961407e6876f17aac4394f68ddee46cda7d4426c,[focus] Add extra FF padding to color code,,,, FF 
https://github.com/mozilla-mobile/firefox-android/commit/33261a55c02b8b720971bbd4ff875d6fce18ba51,[focus] UrlInputFragment: Allow state loss when fragment is getting removed. (,…emoved. (mozilla-mobile/focus-android#853),mozilla-mobile/focus-android#853,https://github.com/mozilla-mobile/focus-android/issues/853,state loss
https://github.com/ltguillaume/droidshows/commit/a955888b3f2bfad45ae107d179a17b6f4ad1bba2,7.0.8: Set a connection timeout and read timeout for adding/updating,"shows; Update shows' last season only setting is now default for new
installs; Fixed: progress dialog could hang while adding show; Avoid
flashing of shows list when toggling archive/current, filter on/off;
Fixed: seasons list could become unresponsive while updating the season
stats because of constant updates by parallel threads; Fixed: FC when
deleting show (was resetting filter unnecessarily); Fixed: when shows
list was empty, ""No shows found."" wouldn't show up; Minor code cleanup.",,,unresponsive
https://github.com/ltguillaume/droidshows/commit/4d00fb6af4aa9177a1469dd662ce167887fdcc0f,Changed request method from HEAD to GET,"Was causing all server requests to fail on Gingerbread and above.
The code as it was SHOULD work, but this fixes the problem and doesn't
appear to increase response time. I don't believe it introduces any
performance penalty since the connection's request method is set
and then the response code is read, without content being transfered.",,,response time
https://github.com/mediathekview/zapp/commit/13aabfd93a2eef64515a4d1956cc8cc6220b441c,Add SR mediathek channel,,,, SR 
https://github.com/mediathekview/zapp/commit/8825ea530e23ab7b7ef7e5e6924df10d6852613d,Fix memory leak in download response,,,,memory leak
https://github.com/mediathekview/zapp/commit/7b61fa331f433de57de7bcdf91dcb1c7cf398574,Fix broken sr live url,,,, SR 
https://github.com/mediathekview/zapp/commit/746b7b7480ae4442ec49241f71b2ecc958b07e4b,Fix memory leak,,,,memory leak
https://github.com/d4rken-org/capod/commit/ad78a0570c0c87dd4ee0ca025641d99c21a07e0f,For some reason we can finish the widget update broadcast twice. (,"I can't yet determine why this race-condition occurs, due to the forced timeout, it shouldn't be due to exceeding the receiver ANR window...",#112,https://github.com/d4rken-org/capod/pull/112, ANR 
https://github.com/d4rken-org/capod/commit/33172a7aee02f9559971ff82f02f27a508dc1d26,"Use the default low_latency mode for wearOS too, we want to get as many BLEScanRecords as possible in a short time frame and then sleep again.",…ny BLEScanRecords as possible in a short time frame and then sleep again.,,,latency
https://github.com/d4rken-org/capod/commit/3b48ca90d3fc54901d7ea0a9899fca501e19c859,Make low latency the default scanmode for better userexperience.,,,,latency
https://github.com/d4rken-org/capod/commit/220c358f5d04928ca2dc6cc5b802208a54222403,"Manually flash batch cache, in low latency modes to achieve lower scan result delays.",…n result delays.,,,latency
https://github.com/d4rken-org/capod/commit/b0e184f5d8213f62c6cd552c69fc9fbcf445eb65,Low latency scan mode by default for better user experience.,,,,latency
https://github.com/AbdullahSako/ChikiChikiTube-Android/commit/e5eeae4964367cbd6f6e7ce8a3b959358e2b72ff,features added bugs fixed,"Features
- video players now runs throughout the app
- added cast temporarily for testing
- changed video player UI colors
- added loading indicator when loading more channel videos
- added end of channel videos line
- added the option to filter out non subtitled videos
- added the ability to go up the recycler view in channel videos and playlists by re clicking on the tab
-added animations when opening channel fragment and opening video player
-added no playlists text when opening a video
- changed bottom nav tab colors
- changed status bar color

Bugs Fixed
- fixed some memory leaks in view pager and bottom nav view onselected listener
- fixed wrong loading of channel videos
- removed some background animation frames",,,memory leak
https://github.com/you-apps/ConnectYou/commit/d63b4a7e541ecf8707372c1acaff8cb830740b6d,Merge pull request,"fix UI freezes when searching large lists, more precise search",#255,https://github.com/you-apps/ConnectYou/pull/255,UI freeze
https://github.com/you-apps/ConnectYou/commit/d1eae4d23fb271db7c0257e7f72b8a48b84558c7,"fix UI freezes when searching large lists, more precise search",,,,UI freeze
https://github.com/divVerent/aaaaxy/commit/2a7a1634c8035ede27bed9e78a65b1d11eac178a,Release v1.3.524,"Changes since v1.3.511:
  - Engine: instead of --touch_force or the touch timer, detect use of touch
    controls by last inputs.
  - Level: fixed a bunch of text/image overlaps.
  - Mobile: fix one frame of input latency.
  - Web: remove the Quit button.",,,latency
https://github.com/divVerent/aaaaxy/commit/8fb9daa71ba929c6a8e63fa834a767a4012c30f3,Perform touchUpdate before gamepad inputs.,Fixes one frame of input latency on touch devices.,,,latency
https://github.com/divVerent/aaaaxy/commit/be7771c93f0447119543f607cb6d3123fb19c410,Turn off pin_fonts_to_cache.,It seems to be a net slowdown now - it does not even reduce lag frames.,,,slowdown
https://github.com/divVerent/aaaaxy/commit/7cb070a9fee5a2c9b739b1f948f32994dd8529be,Add a loading screen.,"Better than waiting X seconds at start while everything is loading.

Is still a bit rough, but usable and better than none.

Note that this meant massive changes to initialization, and also a minor
slowdown (currently by up to one second) at startup. Can be turned off by
passing --loading_screen=false.",,,slowdown
https://github.com/divVerent/aaaaxy/commit/0b3d06a8c8a68ce886f3f22ce307bda297077f1b,Release v1.0.79,"Changes since v1.0.59:
  - Fix memory leak of leftover audio player objects.
  - Ignore fewer audio errors.
  - Flatpak and Snap packaging.",,,memory leak
https://github.com/divVerent/aaaaxy/commit/20a926bed98a4877776894c09a4b4fe8c285c9c7,Fix memory leak of leftover ebiClosers.,,,,memory leak
https://github.com/divVerent/aaaaxy/commit/e6d1da67a0af146fbd576148c8d3bf400f1aa915,Consider slow dumping a cheat.,Intentional slowdown = TAS! ;),,,slowdown
https://github.com/deltachat/deltachat-android/commit/9e70aa7cadccd90b71945ea3ab0f174050dfd86c,webxdc (,"* add new w30 APIs

* create the webview,
disable internet access,
inject deltachat.js

* connect deltachat to the webview

* promisify api

* use msgActionButton to start the w30 apps

* cleanup

- create observers in onCreate() to avoid memory leak,
- derive from WebViewActivity to easier deal with particularities
  and to saves >100 loc
- reorder some methods to reflect lifetimes

* make it more clear, which uri-part is 'domain' and which one is 'path'

* unify logging

* it is 'statusUpdate' not 'stateUpdate'; not sure if promise is needed at the end, we can readd that as needed, simple code for now

* use core implementation for status updates

* disable debugging enabled by default, streamline code

* use same name for InternalJSApi for both, js and java

* getStatusUpdates() always return an array

* call JSON.stringify() on payload

* fix typo, fix equal operator

* use shorter function names in js land

* adapt to new zipped w30 format

* load any file from w30 archives

* add fallback if getMimeTypeFromExtension() fails

* rename w30 to webxdc

* add selfName()

* return selfAddr() if selfName() is empty

* rename deltachat.js to webxdc.js

* observer correct event

* rename getBlobFromArchive() to getWebxdcBlob()

* show webxdc app name in title bar

* swap payload and descr in sendUpdate() (adapt to new core api)

* allow user-defined-texts for webxdc apps, make room for icon+name

* show webxdc icon and name in chats

* render webxdc drafts accordingly

* allow configuring drafts

* do not destroy webxdc-message to be sent out by removing it via setDraft(null)

* fix crash when replying to webxdc messages

* add webxdc messages to profile's document tab

* hide 'search menu' for webxdc apps

* show app summary beside app icon

* remove outdated comment

* add precautious WebView restrictions

* Update src/org/thoughtcrime/securesms/ConversationItem.java

Co-authored-by: Asiel Díaz Benítez <adbenitez@nauta.cu>

* Update src/org/thoughtcrime/securesms/ConversationItem.java

Co-authored-by: Asiel Díaz Benítez <adbenitez@nauta.cu>

* Update src/org/thoughtcrime/securesms/ConversationActivity.java

Co-authored-by: Hocuri <hocuri@gmx.de>

* Webxdc requires at least Android 5 Lollipop

see#2174 (comment)* recognize .xdc files on android10

based on@Hocuri's findings in#2188Co-authored-by: Simon Laux <mobile.info@simonlaux.de>
Co-authored-by: adbenitez <asieldbenitez@gmail.com>
Co-authored-by: Asiel Díaz Benítez <adbenitez@nauta.cu>
Co-authored-by: Hocuri <hocuri@gmx.de>",#2174,https://github.com/deltachat/deltachat-android/pull/2174,memory leak
https://github.com/deltachat/deltachat-android/commit/6de566ac11fa59909eb4e6394858bd7a0320260a,fix chatlist anr (,"* revert unneeded changed introduced at#1975- the timer is to update relative timestamps, data reloading is not needed and driven by events

* load chatlist async

* debounce chatlist loading

* add comment to the code",#2000,https://github.com/deltachat/deltachat-android/pull/2000, ANR 
https://github.com/deltachat/deltachat-android/commit/14dc59d78cb6edd7c7fefc96a12ce101f99a0db5,add rationale to ignore-battery-optimization request,"while it is more straight-forward to let the system ask the user directly -
as we do for most other permissions -
this is probably not favorable for requesting ignore-battery-optimization:

- other permissions requests are preceded by a clear user intention -
  tap on the camera, record voice etc.
  so it is clear to the user why a permission is needed.
  this is not true at the moment after installation
  (maybe the moment can be improved, btw)

- different systems have completely different text,
  partly focusing on ""battery drain"" - it is not clear to the user
  what would be the advantage of that

- some guidelines say, user interaction is needed before querying permission.
  there is room for interpretation, of couse,
  however, adding a rational with a ""continue"" button
  seems to fit better to these guidelines.",,,battery drain
https://github.com/deltachat/deltachat-android/commit/868994ba105c1b1cb375281ab4c4d2ef3d38ad68,add LeakCanary for memory leak detection in debug builds,,,,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/0c946586619968c33a94d9843e015c31bf7492e7,Fix/improve tracking of latency on page loads. (,,#3773,https://github.com/wikimedia/apps-android-wikipedia/pull/3773,latency
https://github.com/wikimedia/apps-android-wikipedia/commit/a22589bd5157578c738de393fe35ea743ffa53b0,Shareable reading lists (feature branch). (,"* Towards shareable reading lists.

* Prototype of CSV export.

* Progress towards sharing lists.

* Set mime type to json.

* Right.

* Reduce to sharing single list.

* Add URL shortening API.

* Complete outbound flow.

* Clean up a bit.

* Further cleanup.

* Update output format of reading list payload.

* Use proper class for serialization.

* Use fully-qualified project url as list keys.

* Add constraints on location and language.

* Build receiving workflow for shareable reading lists (#3584)

* Initial commit of shareable reading list receiver

* Show dialog upon receving the intent

* Add comment to investigate

* Fix open activity latency

* Update string name and add bus event for install referrer

* Add API for pageids

* Build import helper

* Fix build error

* Request API calls for different wikis

* Request API calls for different wikis

* Add new import indicator to list

* Make sure import function works correctly

* Fix lint and add note about incorrect reading list size

* Show ""new"" indicator correctly

* Remove comment

* Show imported reading list after downloading all articles

* Show detailed import information (and will be replaced by a view)

* Create custom view for import dialog

* Bind custom view to dialog

* Show preview dialog

* Show loading indicator correctly

* Update base url in the share helper

* Fix error

* Update reading list URL parameter format

* Update receive parameter and its decode logic

* Add auto-generated list title and add imported date as the description

* Adapt to using fully qualified project url.

* Use updated utm parameter.

Co-authored-by: Dmitry Brant <me@dmitrybrant.com>

* Wire in some analytics.

* Update funnel logic.

* Sort list before importing

* Minor update to dialog text

* Use language code instead of fully-qualified project url, after all.

* Don't use url shortener by default.

* Survey for sharing reading lists. (#3665)

* Survey for sharing reading lists.

* qq strings.

* Wire into funnel.

* Update verbiage.

* Update logic of survey.

* Address a few comments.

* Remove todo.

* Add Nigeria.

Co-authored-by: Cooltey Feng <coolteygame@gmail.com>
Co-authored-by: Cooltey Feng <cfeng@wikimedia.org>
Co-authored-by: Sharvani Haran <sharvaniharan@users.noreply.github.com>",#3562,https://github.com/wikimedia/apps-android-wikipedia/pull/3562,latency
https://github.com/wikimedia/apps-android-wikipedia/commit/04903c96b74e8517ac46cd5eccf82b9cd49758ce,Follow-up to latency logging. (,Co-authored-by: Cooltey Feng <cfeng@wikimedia.org>,#3682,https://github.com/wikimedia/apps-android-wikipedia/pull/3682,latency
https://github.com/wikimedia/apps-android-wikipedia/commit/f212e8bfe23059bd3e61c828465a7bcdec7d5395,Update pageLoadLatency logic for upcoming network latency measurement (,"…#3675)

* Update pageLoadLatency logic for upcoming network latency measurement

* Make sure the URL in the session matches.

* Log latency correctly

* Revert change",#3675,https://github.com/wikimedia/apps-android-wikipedia/pull/3675,latency
https://github.com/wikimedia/apps-android-wikipedia/commit/de3a28e2a6c0735f710dd825a50dcd84a37f2bea,Use ConcatAdapter to prevent latency on list view (,"* Use ConcatAdapter to prevent latency on list view

* move to separate adapter

* Not adding header adapter for user talk

* Additional logic of hiding divider around search bar

* Set up starting position

* Show proper footer spacing

* Move search bar view to header adapter

* Fix search and remove unused function

Co-authored-by: Dmitry Brant <dbrant@wikimedia.org>",#3408,https://github.com/wikimedia/apps-android-wikipedia/pull/3408,latency
https://github.com/wikimedia/apps-android-wikipedia/commit/f1490e7ab37864e8689443cc85b3552caf08cdb6,Fix possible resource leaks from unsuccessful network responses. (,,#3323,https://github.com/wikimedia/apps-android-wikipedia/pull/3323,resource leak
https://github.com/wikimedia/apps-android-wikipedia/commit/515805379ac22e1da01055cf2c90e2f9dd1901a6,Update the list of languages and variants (,"* Update the list of languages and variants

* add breaks

* Skip adding main language code if detects variants

* Show canonical names correctly

* Update naming

* Correctly add variants

* Add fallbacks to languages_list

* Adding method to get variant fallbacks

* Manually add language variant detection since the locale library cannot
transform it correctly.

* Save variants only

* Update method name

* Support adding language variants in langlinks for all languages that
have variants

* Find parent language variant properly

* Rename variables and remove comments

* Update test cases

* fix checkstyle

* Fix: update the regular expression of getting page title from link

* Simplify test cases

* Adding default language code

* Spread regex to more places

* Add comment for the authority

* Add test cases

* Use string instead of a method on Regex

* Remove unwant symbol

* Update naming

* Combine authority string with correct subdomain language code

* Only update the authority if it comes from wikipedia.org

* Update logic of checking authority

* Add one more test case for the subdomain

* Add sr wiki deep link support

Co-authored-by: Dmitry Brant <dbrant@wikimedia.org>",#1695,https://github.com/wikimedia/apps-android-wikipedia/pull/1695, SR 
https://github.com/wikimedia/apps-android-wikipedia/commit/c41789fcb78f33ecfc839cf3c41214b7d3bc1932,Merge pull request,Fix potential memory leak(s) in MainFragment.,#1357,https://github.com/wikimedia/apps-android-wikipedia/pull/1357,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/cdfb65433c23e3db370e441f42765a9c6d3fb75e,Fix potential memory leak(s) in MainFragment.,Change-Id: I91b713456991e6bbb36d1c87031dc270f6ad4077,,,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/f8b0706c9b2afcf79291169b9e62bee0daf77693,Fix further memory leaks in face/color detection.,Change-Id: Ib4fa76b81d7ffe913039fb5d1f1ff3f521f4373e,,,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/f736f6ca8ae755928e82c9161108ce4679d77a2e,Merge pull request,Fix possible memory leak in Transform handler.,#1106,https://github.com/wikimedia/apps-android-wikipedia/pull/1106,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/e6d6662c1beb182c69d7a761b0ca7005fc59e5a7,Fix possible memory leak in Transform handler.,Change-Id: I201fc5c284090752b92ca54fd197f2956d102fbb,,,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/27a961183a3e1c818467a7c4bb86cddb604ae8dd,Merge pull request,Update session funnel to work with mobile-html latency.,#985,https://github.com/wikimedia/apps-android-wikipedia/pull/985,latency
https://github.com/wikimedia/apps-android-wikipedia/commit/5e7930580613c2db813e9e5f2d5fcd619345e7cd,Update session funnel to work with mobile-html latency.,Change-Id: If826a3724ac4e438e56f53fda217e51299573258,,,latency
https://github.com/wikimedia/apps-android-wikipedia/commit/7bd3f2fe72cca2953bf97155a9da49b929c52865,Merge pull request,Prevent possible memory leak in EditPreviewFragment.,#188,https://github.com/wikimedia/apps-android-wikipedia/pull/188,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/67f11df45ab9cb2999c237bf448c33a689f9e34b,Prevent possible memory leak in EditPreviewFragment.,Change-Id: Iaeacd16fc029a8eeff6d06edc70e83c290adb551,,,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/41547452c7979bf13baadf66421df6ac19d0bb8e,"Merge ""Fix possible memory leak upon exit transition.""",,,,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/3376b9fe604d714648cfcbc0bce66f06c1683c23,Fix possible memory leak upon exit transition.,"This introduces a more robust way of tracking whether we have MainActivity
in our backstack. If we do, then the transition *back* from PageActivity
should be overridden. And if we don't, then we can use the new constructed
shared-element transition.

This also improves the actual logic of navigating back and forth between
MainActivity and PageActivity, taking all the associated transitions into
account.

And this also implicitly fixes a platform-level memory leak, whereby we
were overriding the pending transition while *also* providing a shared-
element bundle.

Change-Id: Ic4fe1b2a3aa9fd401623b726c6264804131f35f4",,,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/15523467c3d77cbd5091f227391b6b851bed8d41,Improve performance of sorting large lists.,"The sorting of the pages in a list is done by taking the title of each
page and stripping it of accents, and making it lowercase. These are kind
of expensive-ish operations, and when we have a list of 1000 pages, the
sort operation can actually cause a performance slowdown.

This patch adds a private member to the ReadingListPage class (as well as
the ReadingList class) that lazy-loads and caches the accent-normalized
title, so that during a sort operation it doesn't need to be computed more
than once.

Change-Id: Ic4f6408115f2d9b98fe3e5dae98743bccd51f2d9",,,slowdown
https://github.com/wikimedia/apps-android-wikipedia/commit/99cf3e32053132f6fa9f85d81ace3d823b0054b4,Fix persistence of on-this-day content on screen rotation.,"This patch mitigates data loss in the OnThisDay fragment by maintaining
the activity instance across configuration changes.

I've also changed the usage of RelativeLayout to ConstraintLayout, since
the former was having a rendering issue upon screen rotation.

Bug:T184649Change-Id: I843ab049ef155e85afde15bab44bee7e5662c08d",,,data loss
https://github.com/wikimedia/apps-android-wikipedia/commit/ddd76bfe0e8bc0c3bf55b350259209122047950c,Prevent possible memory leak in OfflineManager.,"When searchForCompilations() is invoked, the Callback that is passed into
it can be an anonymous class belonging to an Activity.  When the
searchTask completes, it can technically hold on to a reference of
Callback indefinitely.

This patch explicitly sets searchTask to null as soon as the task itself
finishes, so that any references to the Callback (and thus references to
an Activity) are not held for longer than necessary.

Change-Id: I197dbabadae59bd93d1ac6e3adf49a2e4fd76acc",,,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/f6ea084c1a5ea44a542a0c50e0925e5718549339,"Merge ""Fix possible memory leaks when destroying WebViews.""",,,,memory leak
https://github.com/wikimedia/apps-android-wikipedia/commit/5a94e869425f6ce98744f3b524abcef7ce4cf811,Fix possible memory leaks when destroying WebViews.,"Observed (and fixed) in at least APIs 18 and 22:
There seem to be specific circumstances when the WebView holds on to
certain View references, which in turn hold on to an Activity reference
indefinitely, causing a leak.

For example, if we navigate to the [[Obama]] article and then exit the
activity, the WebView holds on to an instance of `HTML5VideoView`, which
is presumably a container for a video object that's shown in the article.

There's a lot of conflicting information and workarounds for this on the
web, but a common thread seems to be that the WebView doesn't always
destroy its own view hierarchy correctly, and needs to be triggered
explicitly.

This patch adds a method to our ObservableWebView that does its best to
destroy itself, which includes:
- Clearing all listeners
- Removing itself from the Activity's view hierarchy
- Calling destroy() on itself, which does the actual work of
  uninitializing the WebView's internals, and relies on the WebView no
  longer being attached to a window.

Change-Id: I6dc550eec706c7a2041cdad61d55c00e4558c52d",,,memory leak
https://github.com/toasterofbread/spmp/commit/addf5f9930f19137c1cc59bb2e0d0084c521213b,"Fix Android UI freeze on download, fix player expansion on playlist open","Fix UI freeze on Android when starting downloads (part of#207)
Fix player expanding when opening a playlist from some pages",,,UI freeze
https://github.com/toasterofbread/spmp/commit/156ae74396bf4e7f505d9ef5654ca408bb4d37d4,Fix player state loss when minimised,Fix loss of radio state and brief UI flicker when restoring minimised app,,,state loss
https://github.com/koyuspace/android-native/commit/c044ed3e07cf5510859577f560e63e231e256e3a,fix OOM crash when trying to caption large image (#756),,,, oom 
https://github.com/koyuspace/android-native/commit/942a87b3653dd327f6ccf216cc4a9b2f1c6493ad,Show image descriptions in gallery (#630),"* Add circleci

* Commit to maybe fix ci

* Suppress false positives in lint

* Disable linting for tests in ci

* Add image descriptions to gallery

* Fix test

* [CI] Attempt to fix OOM error

* [CI] Attempt to fix OOM error, 2

* Add option to open status from media

* fix theme issue

* increase linespacing on media description",,, oom 
